rank,name,age,country,track,date,minutes,seconds
296,Chenxi Gao                       ,LB1,CHN,Hailar (CHN)             ,27-Oct-19,2,701
297,Kelly Schouten                   ,LSA,NED,Heerenveen (NED)         ,20-Dec-19,2,706
298,Xia Jiang                        ,LA1,CHN,Salt Lake City (USA)     ,1-Sep-19,2,708
299,Sofya Napolskikh                 ,LA2,RUS,Moscow (RUS)             ,4-Mar-20,2,71
300,Mai Yamada                       ,LSA,JPN,Nagano (JPN)             ,7-Feb-20,2,712
301,Judith Krabbenborg               ,LN3,NED,Heerenveen (NED)         ,15-Dec-19,2,715
302,Tyche Wamsteker                  ,LB2,NED,Heerenveen (NED)         ,24-Nov-19,2,717
303,Maira Jasch                      ,LC2,GER,Salt Lake City (USA)     ,7-Mar-20,2,72
304,Abbey Young                      ,LN1,CAN,Calgary (CAN)            ,20-Oct-19,2,722
305,Henny de Vries                   ,LA1,NED,Heerenveen (NED)         ,6-Jan-20,2,724
305,Anna Kubo                        ,LC2,JPN,Nagano (JPN)             ,3-Feb-20,2,724
307,Sacha van der Weide              ,LA1,NED,Heerenveen (NED)         ,18-Jan-20,2,725
308,Tiange Hai                       ,LA2,CHN,Hailar (CHN)             ,27-Oct-19,2,726
308,Min-Sun Kim                      ,LN2,KOR,Seoul (KOR)              ,8-Nov-19,2,726
310,Ekaterina Komova                 ,LN1,RUS,Kolomna (RUS)            ,23-Oct-19,2,727
311,Maja Płończyk                    ,LA2,POL,Tomaszów-Mazowiecki (POL),27-Oct-19,2,73
311,Iga Wojtasik                     ,LN1,POL,Inzell (GER)             ,23-Feb-20,2,73
313,Hina Konno                       ,L? ,JPN,Obihiro (JPN)            ,25-Jan-20,2,733
314,Min-Jee Lee                      ,LA2,KOR,Calgary (CAN)            ,21-Sep-19,2,734
315,Kristina Kemaeva                 ,LN1,RUS,Minsk (BLR)              ,23-Aug-19,2,735
316,Blair Cruikshank                 ,LA2,USA,Salt Lake City (USA)     ,29-Dec-19,2,738
317,Fulin Li                         ,LN1,CHN,Hailar (CHN)             ,27-Oct-19,2,739
317,Lidia Tempert                    ,LA2,NED,Leeuwarden (NED)         ,22-Dec-19,2,739
319,Yael Prenger                     ,LB2,NED,Inzell (GER)             ,16-Nov-19,2,74
320,Isabel Grevelt                   ,LA1,NED,Enschede (NED)           ,1-Feb-20,2,741
321,Wenjing Jin                      ,LB2,CHN,Hailar (CHN)             ,27-Oct-19,2,745
322,Marit van Beijnum                ,LA2,NED,Heerenveen (NED)         ,26-Oct-19,2,746
323,Hyo-Ji Kim                       ,LC2,KOR,Calgary (CAN)            ,21-Sep-19,2,75
324,Valeriya Chadova                 ,LSA,KAZ,Inzell (GER)             ,6-Oct-19,2,752
325,Yurie Sawajiri                   ,L? ,JPN,Obihiro (JPN)            ,25-Jan-20,2,755
326,Yuno Morozumi                    ,LA1,JPN,Hachinohe-Nagane (JPN)   ,16-Feb-20,2,756
327,Anastasiya Zdravkova             ,LSA,RUS,Kolomna (RUS)            ,23-Oct-19,2,76
328,Kono Wakahara                    ,L? ,JPN,Nagano (JPN)             ,7-Feb-20,2,764
329,Lianne van Loon                  ,LN1,NED,Heerenveen (NED)         ,5-Oct-19,2,766
330,Mio Takahashi                    ,L? ,JPN,Nagano (JPN)             ,3-Feb-20,2,767
331,Dieke Hendriks                   ,LN1,NED,Heerenveen (NED)         ,15-Feb-20,2,768
332,Eva van Til                      ,LN1,NED,Heerenveen (NED)         ,6-Oct-19,2,771
332,Nan Xiao                         ,LN3,CHN,Hailar (CHN)             ,27-Oct-19,2,771
332,Magdalena Mühle                  ,LB2,GER,Inzell (GER)             ,21-Dec-19,2,771
335,Marjolein van der Steen          ,LSA,NED,Heerenveen (NED)         ,9-Mar-20,2,773
336,Julie Berg Sjøbrend              ,LA1,NOR,Stavanger (NOR)          ,1-Feb-20,2,776
336,Amy van der Meer                 ,LA1,NED,Enschede (NED)           ,1-Feb-20,2,776
338,Chu Hong                         ,LB1,CHN,Hailar (CHN)             ,27-Oct-19,2,777
339,Sara Rehklau                     ,LSA,USA,Salt Lake City (USA)     ,29-Dec-19,2,778
339,Greta Myers                      ,LB1,USA,Salt Lake City (USA)     ,7-Mar-20,2,778
341,Xiang Li (2000)                  ,LN1,CHN,Hailar (CHN)             ,27-Oct-19,2,78
342,Karyna Shypulia                  ,LA1,BLR,Inzell (GER)             ,20-Oct-19,2,781
342,Sophie Warmuth                   ,LB2,GER,Heerenveen (NED)         ,28-Feb-20,2,781
344,Angel Daleman                    ,LYA,NED,Heerenveen (NED)         ,11-Dec-19,2,784
344,Tomoka Okuaki                    ,L? ,JPN,Nagano (JPN)             ,3-Feb-20,2,784
346,Lisanne Buurman                  ,LSA,NED,Heerenveen (NED)         ,11-Nov-19,2,786
347,Berit Huiting                    ,LA1,NED,Enschede (NED)           ,1-Feb-20,2,787
348,Hee Won Son                      ,LA2,CAN,Calgary (CAN)            ,3-Jan-20,2,788
349,Sylke Kas                        ,LA1,NED,Heerenveen (NED)         ,16-Feb-20,2,789
350,Aleksandra Sayutina (2001)       ,LA2,RUS,Chelyabinsk (RUS)        ,13-Feb-20,2,794
351,Anastasiya Demidova              ,LN3,RUS,Kolomna (RUS)            ,11-Oct-19,2,802
351,Xintong Wang                     ,LN3,CHN,Hailar (CHN)             ,27-Oct-19,2,802
353,Lina Miedema                     ,LN3,NED,Leeuwarden (NED)         ,22-Dec-19,2,806
354,Valeriya Shipova                 ,LA2,RUS,Moscow (RUS)             ,5-Nov-19,2,809
355,Vera Güntert                     ,LN3,SUI,Inzell (GER)             ,23-Feb-20,2,811
356,Zuzana Kuršová                   ,LB2,CZE,Inzell (GER)             ,27-Oct-19,2,814
357,Yuhan Ma                         ,LA1,CHN,Beijing (CHN)            ,11-Oct-19,2,816
358,Romée Ebbinge                    ,LN2,NED,Heerenveen (NED)         ,30-Dec-19,2,819
359,Shuang Li (2002)                 ,LB2,CHN,Harbin (CHN)             ,2-Jan-20,2,82
360,Veronica Luciani                 ,LN3,ITA,Heerenveen (NED)         ,24-Feb-20,2,822
361,Amber Duizendstraal              ,LB2,NED,Heerenveen (NED)         ,28-Feb-20,2,823
362,Anna Vashkene                    ,LA2,RUS,Moscow (RUS)             ,5-Nov-19,2,83
363,Yukina Hatekayama                ,L? ,JPN,Nagano (JPN)             ,3-Feb-20,2,832
364,Jade Groenewoud                  ,LB1,NED,Heerenveen (NED)         ,8-Dec-19,2,834
365,Sae Kimura                       ,L? ,JPN,Obihiro (JPN)            ,7-Dec-19,2,835
366,Tess Postma                      ,LC2,NED,Heerenveen (NED)         ,29-Feb-20,2,837
367,Honoka Morozumi                  ,LA2,JPN,Hachinohe-Nagane (JPN)   ,27-Oct-19,2,839
367,Na Cheng                         ,LB1,CHN,Hailar (CHN)             ,27-Oct-19,2,839
369,Laura Peveri                     ,LA1,ITA,Collalbo (ITA)           ,8-Dec-19,2,84
370,Yuan Zhang (2000)                ,LA2,CHN,Hailar (CHN)             ,27-Oct-19,2,841
370,Anna Kondo                       ,LB1,JPN,Nagano (JPN)             ,7-Feb-20,2,841
372,Roxana-Elena Manolache           ,LA2,ROU,Inzell (GER)             ,8-Feb-20,2,843
373,Alina Dauranova                  ,LB1,KAZ,Nur-Sultan (KAZ)         ,3-Mar-20,2,844
374,Do-Young Park                    ,LSA,KOR,Seoul (KOR)              ,8-Nov-19,2,851
374,Sanne Oosterwijk                 ,LC2,NED,Heerenveen (NED)         ,29-Feb-20,2,851
376,Elizaveta Gubareva               ,LC2,RUS,Kolomna (RUS)            ,5-Nov-19,2,855
376,Moe Takamizawa                   ,L? ,JPN,Obihiro (JPN)            ,25-Jan-20,2,855
378,Jie Jing                         ,LB2,CHN,Hailar (CHN)             ,27-Oct-19,2,857
379,Jillian Knook                    ,LC2,NED,Inzell (GER)             ,22-Dec-19,2,858
379,Yuliya Epifanova                 ,LB2,RUS,Kolomna (RUS)            ,21-Feb-20,2,858
381,Xinyue Wang (2001)               ,LA1,CHN,Hailar (CHN)             ,27-Oct-19,2,86
382,Tingting Han (1999)              ,LN1,CHN,Hailar (CHN)             ,27-Oct-19,2,861
383,Iris Schultinga                  ,LA1,NED,Heerenveen (NED)         ,20-Dec-19,2,863
384,Pia-Leonie Kirsakal              ,LA2,GER,Erfurt (GER)             ,31-Jan-20,2,865
385,Kristina Yakushova               ,LB2,RUS,Chelyabinsk (RUS)        ,11-Dec-19,2,867
386,Mitsuki Akiyama                  ,L? ,JPN,Nagano (JPN)             ,7-Feb-20,2,868
386,Nao Miyasaka                     ,L? ,JPN,Hachinohe-Nagane (JPN)   ,16-Feb-20,2,868
388,Polina Upirova                   ,LA2,RUS,Chelyabinsk (RUS)        ,7-Dec-19,2,872
388,Nienke Kleinsman                 ,LSA,NED,Groningen (NED)          ,12-Jan-20,2,872
390,Quinty Vos                       ,LB2,NED,Heerenveen (NED)         ,8-Dec-19,2,873
391,Jeike Juk                        ,LN4,NED,Heerenveen (NED)         ,29-Feb-20,2,875
392,Nina Klimenczova                 ,LN4,RUS,Kolomna (RUS)            ,23-Oct-19,2,876
392,Dantong Wang                     ,LB1,CHN,Hailar (CHN)             ,27-Oct-19,2,876
394,Arina Krylova                    ,LC2,RUS,Kolomna (RUS)            ,24-Feb-20,2,878
395,Mayke Koster                     ,LA1,NED,Leeuwarden (NED)         ,22-Dec-19,2,879
395,Kiri Tanaka                      ,L? ,JPN,Nagano (JPN)             ,7-Feb-20,2,879
397,Kseniya Gagarina                 ,LN3,RUS,Kolomna (RUS)            ,23-Oct-19,2,88
398,Ariane Fournier                  ,LB2,CAN,Calgary (CAN)            ,3-Jan-20,2,887
399,Yuki Kimura                      ,L? ,JPN,Hachinohe-Nagane (JPN)   ,28-Dec-19,2,888
400,Magdalena Borek                  ,LSA,POL,Tomaszów-Mazowiecki (POL),14-Dec-19,2,889
401,Ruijie Ma                        ,LB1,CHN,Hailar (CHN)             ,27-Oct-19,2,892
402,Ayane Kida                       ,L? ,JPN,Nagano (JPN)             ,7-Feb-20,2,896
403,Varvara Bandaryna                ,LB1,BLR,Minsk (BLR)              ,6-Dec-19,2,899
404,Tara Donoghue                    ,LA1,IRL,Heerenveen (NED)         ,1-Feb-20,2,9
405,Erika Lindgren                   ,LN1,SWE,Inzell (GER)             ,20-Oct-19,2,901
406,Riho Inuzuka                     ,LC2,JPN,Nagano (JPN)             ,3-Feb-20,2,903
407,Victoria Rodriguez Lopez         ,LSA,ARG,Salt Lake City (USA)     ,23-Nov-19,2,904
408,Anastasiya Nezhelskaya           ,LN1,RUS,Nur-Sultan (KAZ)         ,14-Oct-19,2,906
408,Ekaterina Kazakova (2005)        ,LC2,RUS,Kolomna (RUS)            ,24-Feb-20,2,906
410,Caihong Wang                     ,LB2,CHN,Hailar (CHN)             ,27-Oct-19,2,909
410,Jildou Hoekstra                  ,LB1,NED,Heerenveen (NED)         ,29-Feb-20,2,909
412,Siying Dong                      ,LA1,CHN,Hailar (CHN)             ,27-Oct-19,2,91
413,Yukino Yoshida                   ,LB2,JPN,Hachinohe-Nagane (JPN)   ,27-Oct-19,2,912
413,Sofya Migova                     ,LA1,RUS,Moscow (RUS)             ,4-Mar-20,2,912
415,Kiersten Hagen                   ,LN4,CAN,Calgary (CAN)            ,10-Nov-19,2,913
415,Alicja Jasztal                   ,LB1,POL,Heerenveen (NED)         ,29-Feb-20,2,913
417,Laura van Ramshorst              ,LSA,NED,Heerenveen (NED)         ,2-Mar-20,2,915
418,Mengxin Li                       ,L? ,CHN,Hailar (CHN)             ,27-Oct-19,2,917
419,Nadezhda Klyukinskikh            ,LB2,RUS,Kolomna (RUS)            ,21-Feb-20,2,918
420,Feihang Yu                       ,LB1,CHN,Hailar (CHN)             ,27-Oct-19,2,919
421,Brit Qualm                       ,LA2,NED,Leeuwarden (NED)         ,22-Dec-19,2,92
421,Meike Veen                       ,LC2,NED,Heerenveen (NED)         ,1-Mar-20,2,92
423,Alina Ashheulova                 ,LN1,RUS,Kolomna (RUS)            ,11-Oct-19,2,924
424,Jee-Hye Park (1993)              ,LSA,KOR,Seoul (KOR)              ,12-Dec-19,2,926
424,Marta Dobrowolska                ,LA1,POL,Tomaszów-Mazowiecki (POL),14-Dec-19,2,926
426,Magdalena Czyszczoń              ,LSA,POL,Tomaszów-Mazowiecki (POL),28-Dec-19,2,927
427,Chae-Eun Park                    ,LB2,KOR,Calgary (CAN)            ,14-Sep-19,2,928
428,Romy de Jong                     ,LA2,NED,Leeuwarden (NED)         ,22-Dec-19,2,933
429,Silke Hijma                      ,LB1,NED,Leeuwarden (NED)         ,22-Dec-19,2,934
430,Leonie Mayrhofer                 ,LB1,GER,Inzell (GER)             ,15-Feb-20,2,942
431,Lonneke Uneken                   ,LN1,NED,Inzell (GER)             ,27-Oct-19,2,943
432,Darya Gudoshnikova               ,LN1,RUS,Nur-Sultan (KAZ)         ,14-Oct-19,2,945
432,Veerle van Koppen                ,LB1,NED,Enschede (NED)           ,1-Feb-20,2,945
434,Anni Käsnänen                    ,LN2,FIN,Salt Lake City (USA)     ,1-Sep-19,2,954
435,Ning Sun                         ,LC2,CHN,Changchun (CHN)          ,10-Nov-19,2,955
435,Akane Iida                       ,L? ,JPN,Nagano (JPN)             ,3-Feb-20,2,955
437,Yana Boyarkina                   ,LA2,RUS,Moscow (RUS)             ,4-Mar-20,2,959
438,Isabel Kraus                     ,LC2,GER,Heerenveen (NED)         ,29-Feb-20,2,96
439,Lily Weidemann                   ,LN2,CAN,Calgary (CAN)            ,10-Nov-19,2,961
439,Veronika Antošová                ,LA2,CZE,Inzell (GER)             ,29-Feb-20,2,961
439,Inessa Shumekova                 ,LB2,KAZ,Nur-Sultan (KAZ)         ,3-Mar-20,2,961
442,Eva Schipper                     ,LA1,NED,Heerenveen (NED)         ,15-Dec-19,2,963
442,Abigail Sorenson                 ,LB2,USA,Salt Lake City (USA)     ,29-Dec-19,2,963
444,Andreea Haldan                   ,LN2,ROU,Inzell (GER)             ,20-Oct-19,2,964
445,Lianne Koetsier                  ,LA1,NED,Heerenveen (NED)         ,4-Jan-20,2,965
446,Linda Halling                    ,LN4,NED,Heerenveen (NED)         ,5-Oct-19,2,966
447,Sarah Marie Sanderud             ,LB2,NOR,Hamar (NOR)              ,3-Nov-19,2,97
448,Liotte Smits                     ,LA2,NED,Heerenveen (NED)         ,2-Mar-20,2,974
449,Sabrina Abdulazizova             ,LC2,RUS,Kolomna (RUS)            ,24-Feb-20,2,975
450,Yuting Zhou                      ,LN1,CHN,Daqing (CHN)             ,22-Dec-19,2,982
451,Huihan Wang                      ,LN4,CHN,Changchun (CHN)          ,22-Sep-19,2,983
451,Christl Anders                   ,LN1,GER,Inzell (GER)             ,2-Nov-19,2,983
453,Liwia Kubin                      ,LC2,POL,Tomaszów-Mazowiecki (POL),14-Dec-19,2,986
453,Thirza Sierdsma                  ,LA2,NED,Heerenveen (NED)         ,20-Jan-20,2,986
453,Luna Jonkers                     ,LN1,NED,Heerenveen (NED)         ,22-Feb-20,2,986
456,Rosalie van Vliet                ,LC1,NED,Heerenveen (NED)         ,21-Dec-19,2,988
457,Zuzana Nedeljakova               ,LA1,CAN,Calgary (CAN)            ,10-Nov-19,2,99
458,Haoze Yin (2003)                 ,LB1,CHN,Hailar (CHN)             ,27-Oct-19,2,991
459,Marina Avtonomova                ,LA1,RUS,Kolomna (RUS)            ,11-Oct-19,2,992
459,Lisan van der Linde              ,LB2,NED,Enschede (NED)           ,1-Feb-20,2,992
461,Carolane Gingras                 ,LN3,CAN,Calgary (CAN)            ,20-Oct-19,2,993
462,Min-Ji Kim (2000)                ,LN1,KOR,Calgary (CAN)            ,14-Sep-19,2,995
463,Kseniya Yakovleva                ,LA1,KAZ,Nur-Sultan (KAZ)         ,16-Jan-20,2,997
463,Yui Kuratsubo                    ,L? ,JPN,Nagano (JPN)             ,3-Feb-20,2,997
465,Kyung-Ju Kim                     ,LB1,KOR,Calgary (CAN)            ,14-Sep-19,2,998
465,Yue Yang                         ,LSA,CHN,Hailar (CHN)             ,27-Oct-19,2,998
467,Dong-Hee Kim                     ,LA2,KOR,Calgary (CAN)            ,21-Sep-19,2,1
468,Jiayang Geng                     ,LA1,CHN,Hailar (CHN)             ,27-Oct-19,2,1002
469,Meiqi Li                         ,LN1,CHN,Hailar (CHN)             ,27-Oct-19,2,1005
470,Aleksandra Czapnik               ,LC2,POL,Heerenveen (NED)         ,29-Feb-20,2,1007
471,Isa Merkuur                      ,LN1,NED,Heerenveen (NED)         ,24-Nov-19,2,1008
472,Vera van Ditshuizen              ,LB2,NED,Heerenveen (NED)         ,17-Nov-19,2,1009
472,Seia Kawamura                    ,LN3,JPN,Obihiro (JPN)            ,17-Nov-19,2,1009
472,Karina Rakhmatova                ,LA2,RUS,Chelyabinsk (RUS)        ,13-Feb-20,2,1009
475,Ayane Yanagisawa                 ,L? ,JPN,Nagano (JPN)             ,7-Feb-20,2,101
475,Veronika Plenkina                ,LB1,RUS,Kolomna (RUS)            ,21-Feb-20,2,101
477,Xiuzhen Jin                      ,LC2,CHN,Hailar (CHN)             ,27-Oct-19,2,1011
477,Yue Song (2000)                  ,LN1,CHN,Hailar (CHN)             ,27-Oct-19,2,1011
479,Chae-Rin Kim                     ,LC1,KOR,Seoul (KOR)              ,19-Dec-19,2,1012
480,Anna Marit Sybrandi              ,LB1,NED,Heerenveen (NED)         ,29-Feb-20,2,1014
481,Vivien Zschimmer                 ,LB1,GER,Inzell (GER)             ,21-Dec-19,2,1015
481,Anastasiya Prakapovich           ,LB1,BLR,Heerenveen (NED)         ,29-Feb-20,2,1015
483,Bihan Nazhatihan                 ,LN2,CHN,Hailar (CHN)             ,27-Oct-19,2,1018
484,Xiaoping Zhang                   ,L? ,CHN,Hailar (CHN)             ,27-Oct-19,2,102
485,Sara Cabrera                     ,LA2,ESP,Tomaszów-Mazowiecki (POL),21-Feb-20,2,1022
485,Vasilisa Kuzneczova              ,LC2,RUS,Kolomna (RUS)            ,24-Feb-20,2,1022
487,Konami Kawamura                  ,L? ,JPN,Obihiro (JPN)            ,25-Jan-20,2,1023
488,Yingyuan Sun                     ,LN2,CHN,Hailar (CHN)             ,27-Oct-19,2,1028
488,Nikita Praag                     ,LB2,NED,Heerenveen (NED)         ,16-Nov-19,2,1028
488,Azusa Maeda                      ,L? ,JPN,Hachinohe-Nagane (JPN)   ,16-Feb-20,2,1028
491,Miro Sawano (20141697)           ,L? ,JPN,Obihiro (JPN)            ,25-Jan-20,2,103
492,Danielle van Zanten              ,LB2,NED,Enschede (NED)           ,1-Feb-20,2,1031
493,Amber Bartelds                   ,LN1,NED,Leeuwarden (NED)         ,3-Nov-19,2,1032
494,Yunqi Liu                        ,LYA,CHN,Harbin (CHN)             ,4-Jan-20,2,1033
495,Jingyang Feng                    ,LA2,CHN,Hailar (CHN)             ,27-Oct-19,2,1037
496,Riri Shimomura                   ,L? ,JPN,Obihiro (JPN)            ,25-Jan-20,2,104
497,Polina Bukina                    ,LN2,RUS,Kolomna (RUS)            ,11-Oct-19,2,1041
497,Jitte Gjaltema                   ,LN3,NED,Heerenveen (NED)         ,27-Oct-19,2,1041
497,Wenjia Wang                      ,LN2,CHN,Hailar (CHN)             ,27-Oct-19,2,1041
500,Anna Dijkers                     ,LA1,NED,Heerenveen (NED)         ,27-Oct-19,2,1047
500,Anastasiya Batgauer              ,LA2,RUS,Chelyabinsk (RUS)        ,13-Feb-20,2,1047
502,Daphne Alderts                   ,LN3,NED,Heerenveen (NED)         ,11-Nov-19,2,1048
503,Valeriya Androsova               ,LB2,RUS,Moscow (RUS)             ,21-Jan-20,2,105
504,Shuuka Suzuki                    ,L? ,JPN,Obihiro (JPN)            ,22-Feb-20,2,1052
505,Momoe Tomioka                    ,L? ,JPN,Obihiro (JPN)            ,25-Jan-20,2,1053
505,Rio Miyazawa                     ,L? ,JPN,Obihiro (JPN)            ,25-Jan-20,2,1053
507,Nao Ookubo                       ,L? ,JPN,Nagano (JPN)             ,3-Feb-20,2,1054
508,Kseniya Evgrafova                ,LN3,RUS,Kolomna (RUS)            ,23-Oct-19,2,1055
508,Martyna Baran                    ,LA2,POL,Tomaszów-Mazowiecki (POL),31-Jan-20,2,1055
510,Miki Aro                         ,LB1,JPN,Obihiro (JPN)            ,12-Oct-19,2,1057
510,Darya Gavrilova                  ,LC2,KAZ,Nur-Sultan (KAZ)         ,14-Oct-19,2,1057
510,Irina Taungaver                  ,LA1,RUS,Moscow (RUS)             ,5-Nov-19,2,1057
513,Arwen Szygenda                   ,LA1,NOR,Stavanger (NOR)          ,1-Feb-20,2,1058
