rank,name,age,country,time,track,date
929,Rina Kitazawa                    ,L? ,JPN," 2.16,87",Obihiro (JPN)            ,2/22/2020
932,Alina Nurieva                    ,LC2,RUS," 2.16,89",Kolomna (RUS)            ,2/24/2020
933,Audrey Steffes                   ,LB2,USA," 2.16,93",Salt Lake City (USA)     ,3/7/2020
934,Willemijn Cnossen                ,LSA,NED," 2.16,94",Heerenveen (NED)         ,2/29/2020
935,Annebet Dekker                   ,LA1,NED," 2.16,96",Heerenveen (NED)         ,9/29/2019
936,Meike Hohenstein                 ,LC2,NED," 2.16,97",Tilburg (NED)            ,10/27/2019
937,Ji-An Heo                        ,LYB,KOR," 2.16,98",Seoul (KOR)              ,12/12/2019
938,Rachel Freitag                   ,LA2,CAN," 2.16,99",Calgary (CAN)            ,9/21/2019
939,Seo-Hee Park                     ,LYA,KOR," 2.17,00",Seoul (KOR)              ,1/17/2020
939,Nuraj Rajkhan                    ,LB2,KAZ," 2.17,00",Nur-Sultan (KAZ)         ,2/13/2020
941,Claire Liew                      ,LB2,CAN," 2.17,01",Calgary (CAN)            ,1/3/2020
942,Luisa Gonzalez Salazar           ,LB1,ESP," 2.17,02",Heerenveen (NED)         ,12/8/2019
943,Alicia Sommer                    ,LC2,GER," 2.17,03",Inzell (GER)             ,11/24/2019
943,Klaudia Lorenc                   ,LA2,POL," 2.17,03",Tomaszów-Mazowiecki (POL),1/31/2020
945,Sanne van Heel                   ,LB2,NED," 2.17,04",Nijmegen (NED)           ,3/8/2020
946,Yang Liu (2002)                  ,LB2,CHN," 2.17,05",Hailar (CHN)             ,10/27/2019
947,Juliana Ebbens                   ,LB2,NED," 2.17,10",Leeuwarden (NED)         ,1/26/2020
947,Sofya Ivshina                    ,LC2,RUS," 2.17,10",Kolomna (RUS)            ,3/7/2020
949,Misaki Matsuda                   ,L? ,JPN," 2.17,15",Obihiro (JPN)            ,9/8/2019
949,Marije Steneker                  ,LC2,NED," 2.17,15",Heerenveen (NED)         ,2/29/2020
951,Xinyue Zou                       ,LC2,CHN," 2.17,17",Changchun (CHN)          ,12/7/2019
952,Anastasiya Krajnova              ,LC2,RUS," 2.17,19",Kolomna (RUS)            ,2/24/2020
952,Emma Fransen                     ,LB1,NED," 2.17,19",Heerenveen (NED)         ,3/1/2020
954,Risa Hirashima                   ,L? ,JPN," 2.17,23",Nagano (JPN)             ,2/7/2020
955,Haiping Xin                      ,LB1,CHN," 2.17,27",Hailar (CHN)             ,10/27/2019
956,Svetlana Kalashnikova            ,LB1,RUS," 2.17,29",Kolomna (RUS)            ,2/21/2020
957,Joanna Hajduk                    ,LN2,POL," 2.17,30",Tomaszów-Mazowiecki (POL),10/27/2019
958,Darya Gorbatenko                 ,LN3,RUS," 2.17,34",Kolomna (RUS)            ,10/23/2019
959,Mengyuan Wang                    ,L? ,CHN," 2.17,35",Harbin (CHN)             ,1/4/2020
960,Enlik Zhardembek                 ,LB1,KAZ," 2.17,36",Nur-Sultan (KAZ)         ,2/13/2020
961,Mariya Mosyagina                 ,LC2,RUS," 2.17,38",Kolomna (RUS)            ,12/14/2019
962,Caitlin Pelkey                   ,LA1,CAN," 2.17,41",Calgary (CAN)            ,9/21/2019
962,Tilda-Sofiia Oras                ,LN2,FIN," 2.17,41",Inzell (GER)             ,10/27/2019
964,Wenjie Dai                       ,L? ,CHN," 2.17,46",Harbin (CHN)             ,1/4/2020
965,Amy Cornelissen                  ,LB2,NED," 2.17,48",Heerenveen (NED)         ,11/24/2019
965,Jung-Soo Lim                     ,LSA,KOR," 2.17,48",Seoul (KOR)              ,2/21/2020
967,Svetlana Ashmarina               ,LB2,RUS," 2.17,51",Chelyabinsk (RUS)        ,1/28/2020
968,Inka Koivisto                    ,LA1,FIN," 2.17,52",Inzell (GER)             ,10/6/2019
968,Irina Mikheeva                   ,LN3,RUS," 2.17,52",Moscow (RUS)             ,1/16/2020
970,Xinyu Li                         ,L? ,CHN," 2.17,54",Hailar (CHN)             ,10/27/2019
970,Noor Entius                      ,LC1,NED," 2.17,54",Heerenveen (NED)         ,11/16/2019
972,Liset Speelman                   ,LB1,NED," 2.17,55",Heerenveen (NED)         ,3/1/2020
973,Emmy Pordon                      ,LN2,NED," 2.17,57",Heerenveen (NED)         ,12/8/2019
974,Aida Tashmukhambetova            ,LSA,KAZ," 2.17,59",Nur-Sultan (KAZ)         ,10/14/2019
975,Rosanna Günther                  ,LC2,GER," 2.17,62",Inzell (GER)             ,12/8/2019
975,Anna Kuprikova                   ,LC1,RUS," 2.17,62",Kolomna (RUS)            ,2/24/2020
977,Natalya Turushkina               ,LB1,RUS," 2.17,64",Irkutsk (RUS)            ,12/14/2019
978,Saki Juudo                       ,L? ,JPN," 2.17,69",Obihiro (JPN)            ,12/7/2019
978,Vilde Semb                       ,LC1,NOR," 2.17,69",Inzell (GER)             ,12/22/2019
978,Alina Salakhova                  ,LB2,RUS," 2.17,69",Kolomna (RUS)            ,2/21/2020
981,Kristina Shik                    ,LB2,BLR," 2.17,72",Minsk (BLR)              ,3/13/2020
982,Dziyana Antsipava                ,LB1,BLR," 2.17,75",Minsk (BLR)              ,3/13/2020
983,Maud Beusen                      ,LB1,NED," 2.17,77",Heerenveen (NED)         ,3/1/2020
984,Yongjiao Gao                     ,L? ,CHN," 2.17,79",Harbin (CHN)             ,12/1/2019
985,Polina Petrunina                 ,LB1,RUS," 2.17,80",Kolomna (RUS)            ,1/11/2020
986,Lotte Bakker (2003)              ,LB1,NED," 2.17,81",Heerenveen (NED)         ,2/1/2020
986,Mariya Marmysheva                ,LB2,RUS," 2.17,81",Kolomna (RUS)            ,2/21/2020
986,Clarissa van Maaren              ,LSA,NED," 2.17,81",Nijmegen (NED)           ,3/8/2020
989,Aleksandra Kluk                  ,LA2,POL," 2.17,85",Tomaszów-Mazowiecki (POL),12/14/2019
989,Melanie Maas                     ,LN4,NED," 2.17,85",Den Haag (NED)           ,2/23/2020
991,Arina Bagaeva                    ,LC2,RUS," 2.17,88",Kolomna (RUS)            ,2/24/2020
992,Alina Volkoviczkaya              ,LN1,KAZ," 2.17,90",Nur-Sultan (KAZ)         ,12/19/2019
993,Imme Kampen                      ,L35,NED," 2.17,97",Heerenveen (NED)         ,3/11/2020
994,Miyuu Miyashita                  ,L? ,JPN," 2.17,98",Nagano (JPN)             ,2/7/2020
995,Arina German                     ,LB2,RUS," 2.18,00",Minsk (BLR)              ,8/23/2019
995,Ayu Noake                        ,L? ,JPN," 2.18,00",Karuizawa (JPN)          ,1/11/2020
997,Britt van de Put                 ,LC2,NED," 2.18,02",Heerenveen (NED)         ,10/14/2019
997,Kyouka Shimizu                   ,L? ,JPN," 2.18,02",Hachinohe-Nagane (JPN)   ,10/27/2019
997,Yayoi Sai                        ,L? ,JPN," 2.18,02",Obihiro (JPN)            ,1/25/2020
997,Mischa Top                       ,L30,NED," 2.18,02",Groningen (NED)          ,2/22/2020
997,Iris Smokers                     ,LN4,NED," 2.18,02",Heerenveen (NED)         ,2/29/2020
1002,Emily Hohendorf                  ,LC2,GER," 2.18,03",Inzell (GER)             ,2/29/2020
1003,Anastasiya Mosyugina             ,LB1,RUS," 2.18,05",Kolomna (RUS)            ,2/21/2020
1004,Britt van Wees                   ,LA1,NED," 2.18,06",Heerenveen (NED)         ,12/7/2019
1005,Mai Nagai                        ,L? ,JPN," 2.18,07",Obihiro (JPN)            ,9/8/2019
1005,Corrieke Buffinga                ,LB2,NED," 2.18,07",Enschede (NED)           ,10/5/2019
1005,Monique Boerema                  ,L55,NED," 2.18,07",Salt Lake City (USA)     ,3/7/2020
1008,Yue Zhao                         ,L? ,CHN," 2.18,09",Hailar (CHN)             ,10/27/2019
1009,Annemarie van der Wal            ,LN2,NED," 2.18,11",Heerenveen (NED)         ,10/13/2019
1009,Janne Berkhout                   ,LC2,NED," 2.18,11",Heerenveen (NED)         ,11/16/2019
1011,Hina Fujioka                     ,L? ,JPN," 2.18,13",Nagano (JPN)             ,2/3/2020
1012,Alena Rybina                     ,LB1,RUS," 2.18,16",Kolomna (RUS)            ,2/21/2020
1012,Mariya Shiryaeva                 ,LC2,RUS," 2.18,16",Kolomna (RUS)            ,2/24/2020
1014,Min-Jo Kim                       ,LN2,KOR," 2.18,17",Seoul (KOR)              ,12/19/2019
1014,Alina Blinova                    ,LC1,RUS," 2.18,17",Kolomna (RUS)            ,3/7/2020
1016,Sophie van Delft                 ,LC2,NED," 2.18,18",Heerenveen (NED)         ,3/1/2020
1017,Bibiane Werner                   ,LC2,GER," 2.18,19",Inzell (GER)             ,11/24/2019
1017,Zhien Tai                        ,LYA,CHN," 2.18,19",Harbin (CHN)             ,1/4/2020
1019,Andrea Dalstra                   ,LN3,NED," 2.18,20",Groningen (NED)          ,2/1/2020
1020,Lulin Wang                       ,LN1,CHN," 2.18,21",Changchun (CHN)          ,9/22/2019
1020,Polina Andreeva (2004)           ,LC2,RUS," 2.18,21",Kolomna (RUS)            ,2/24/2020
1022,Séverine Biermann                ,LA2,SUI," 2.18,25",Inzell (GER)             ,11/10/2019
1023,Yana Otmakhova                   ,LB2,RUS," 2.18,26",Kolomna (RUS)            ,2/21/2020
1024,Amber van der Meijden            ,LC1,NED," 2.18,27",Enschede (NED)           ,2/1/2020
1024,Lyudmila Prokh                   ,LB1,KAZ," 2.18,27",Nur-Sultan (KAZ)         ,3/3/2020
1026,Andrea de Jong (1991)            ,LSA,NED," 2.18,28",Heerenveen (NED)         ,10/5/2019
1026,Ranju Tanaka                     ,L? ,JPN," 2.18,28",Nagano (JPN)             ,2/3/2020
1026,Maaike van der Horst             ,LN2,NED," 2.18,28",Heerenveen (NED)         ,2/29/2020
1029,Yoon-Seo Choi                    ,LB2,KOR," 2.18,29",Seoul (KOR)              ,11/8/2019
1030,Robin van Leeuwen                ,LN4,NED," 2.18,31",Helsinki (FIN)           ,11/30/2019
1031,Yuxin Duan (2001)                ,LA2,CHN," 2.18,34",Hailar (CHN)             ,10/27/2019
1031,Milou Butter                     ,LA1,NED," 2.18,34",Heerenveen (NED)         ,3/1/2020
1033,Hee-Jin Kim (2004)               ,LC2,KOR," 2.18,36",Seoul (KOR)              ,1/15/2020
1034,Yao Wang                         ,LC2,CHN," 2.18,39",Changchun (CHN)          ,11/1/2019
1035,Elanne de Vries                  ,LC1,NED," 2.18,40",Den Haag (NED)           ,12/22/2019
1036,Saffron Nijenhuis                ,LC2,NED," 2.18,41",Leeuwarden (NED)         ,1/2/2020
1037,Zhongyu Chen                     ,L? ,CHN," 2.18,44",Changchun (CHN)          ,9/22/2019
1038,Amelia Steć                      ,LC2,POL," 2.18,47",Heerenveen (NED)         ,2/29/2020
1039,Tijn Borst                       ,LC1,NED," 2.18,48",Heerenveen (NED)         ,3/9/2020
1040,Sharon Heesink                   ,LB1,NED," 2.18,49",Enschede (NED)           ,12/21/2019
1040,Julia Bachl                      ,LB2,GER," 2.18,49",Inzell (GER)             ,2/29/2020
1042,Saemi Tanaka                     ,LN2,JPN," 2.18,50",Fujikyu (JPN)            ,1/5/2020
1043,Zhiqiong Zhang                   ,LB1,CHN," 2.18,51",Harbin (CHN)             ,1/2/2020
1044,Hilde Houtzager                  ,LB2,NED," 2.18,53",Heerenveen (NED)         ,12/14/2019
1045,Alessandra Primavera             ,LA2,NED," 2.18,54",Heerenveen (NED)         ,2/29/2020
1046,Ah-In Lee                        ,LC1,KOR," 2.18,55",Seoul (KOR)              ,10/16/2019
1047,Elliot Ganas                     ,LA1,CAN," 2.18,56",Calgary (CAN)            ,1/3/2020
1047,Viktoriya Soloveva               ,LB1,RUS," 2.18,56",Chelyabinsk (RUS)        ,1/28/2020
1047,Imke Hüser                       ,L30,GER," 2.18,56",Inzell (GER)             ,2/8/2020
1050,Ekaterina Kozlova (2003.05)      ,LB2,KAZ," 2.18,58",Nur-Sultan (KAZ)         ,12/19/2019
1051,Heleen van der Hulst             ,LSA,NED," 2.18,61",Den Haag (NED)           ,1/4/2020
1052,Julia de Vos                     ,LC1,NED," 2.18,62",Heerenveen (NED)         ,12/14/2019
1053,Sini Siro                        ,LA1,FIN," 2.18,64",Inzell (GER)             ,10/27/2019
1054,Alina Kozhemyakina               ,LA1,RUS," 2.18,67",Chelyabinsk (RUS)        ,1/23/2020
1054,Sophie Rijnders                  ,LN2,NED," 2.18,67",Heerenveen (NED)         ,3/2/2020
1056,Yeon-Woo Noh                     ,LC1,KOR," 2.18,68",Calgary (CAN)            ,9/21/2019
1057,Michelle van den Hoek            ,LA1,NED," 2.18,69",Haarlem (NED)            ,12/8/2019
1057,Natascha Lindenskov              ,LC2,DEN," 2.18,69",Inzell (GER)             ,12/29/2019
1057,Seo-Bin Jun                      ,LYA,KOR," 2.18,69",Seoul (KOR)              ,2/21/2020
1060,Valeriya Morozova                ,LA1,RUS," 2.18,71",Chelyabinsk (RUS)        ,10/8/2019
1060,Shuo Chen                        ,LB2,CHN," 2.18,71",Hailar (CHN)             ,10/27/2019
1060,Linda Gretter                    ,LN1,ITA," 2.18,71",Collalbo (ITA)           ,12/8/2019
1060,Lianne van Gammeren              ,LC1,NED," 2.18,71",Heerenveen (NED)         ,2/15/2020
1064,Elizaveta Pugacheva              ,LA1,RUS," 2.18,72",Chelyabinsk (RUS)        ,3/11/2020
1065,Marloes Leistra                  ,LC2,NED," 2.18,73",Heerenveen (NED)         ,2/29/2020
1066,Olivia Kattner                   ,LB1,GER," 2.18,75",Inzell (GER)             ,11/10/2019
1066,Yuxi Zhang                       ,L? ,CHN," 2.18,75",Harbin (CHN)             ,11/16/2019
1066,A-Reum Choi                      ,LB2,KOR," 2.18,75",Seoul (KOR)              ,2/21/2020
1069,Tessa Oudman                     ,LN1,NED," 2.18,76",Leeuwarden (NED)         ,9/22/2019
1069,Xi Chen                          ,LC2,CHN," 2.18,76",Harbin (CHN)             ,1/2/2020
1071,Akane Tsuruta                    ,L? ,JPN," 2.18,78",Nagano (JPN)             ,2/7/2020
1071,Vlada Bahdanava                  ,LC1,BLR," 2.18,78",Minsk (BLR)              ,3/13/2020
1073,Darya Ryzhova                    ,LB2,KAZ," 2.18,80",Nur-Sultan (KAZ)         ,3/3/2020
1074,Xiaoying Liu                     ,L50,CHN," 2.18,82",Calgary (CAN)            ,9/21/2019
1075,Polina Vinogradova               ,LB1,RUS," 2.18,84",Moscow (RUS)             ,11/5/2019
1076,Na-Hyun Lee                      ,LC1,KOR," 2.18,85",Seoul (KOR)              ,1/17/2020
1077,Madison Seely                    ,LB1,CAN," 2.18,92",Calgary (CAN)            ,11/10/2019
1078,Giulia Presti                    ,LC2,ITA," 2.18,95",Collalbo (ITA)           ,2/9/2020
1079,Sascha Schenk                    ,LB2,NED," 2.18,96",Leeuwarden (NED)         ,11/17/2019
1080,Kseniya Matsesha                 ,LA2,BLR," 2.18,98",Minsk (BLR)              ,8/23/2019
1081,Irina Balandina                  ,LN2,RUS," 2.19,03",Kolomna (RUS)            ,10/23/2019
1082,Tess ten Dolle                   ,LB1,NED," 2.19,04",Enschede (NED)           ,3/7/2020
1083,Sidney Bennie                    ,LC2,CAN," 2.19,06",Fort Saint John (CAN)    ,2/15/2020
1084,Viktoriya Temnikova              ,LC2,RUS," 2.19,10",Kolomna (RUS)            ,2/24/2020
1085,Arina Tikhonova                  ,LA1,RUS," 2.19,14",Moscow (RUS)             ,11/5/2019
1086,Milana Talybova                  ,LB1,RUS," 2.19,16",Kolomna (RUS)            ,2/21/2020
1087,Maybritt Vigl                    ,LC2,ITA," 2.19,18",Heerenveen (NED)         ,2/29/2020
1088,Zenna Koopman                    ,LA1,NED," 2.19,19",Heerenveen (NED)         ,2/24/2020
1089,Mizuki Hara (2004-2)             ,L? ,JPN," 2.19,24",Nagano (JPN)             ,2/7/2020
1090,Ilse van der Linde               ,LA1,NED," 2.19,26",Heerenveen (NED)         ,1/18/2020
1091,Wieke Roemaat                    ,LB1,NED," 2.19,28",Enschede (NED)           ,3/7/2020
1092,Charlotte Guillermin             ,LN3,FRA," 2.19,30",Seoul (KOR)              ,2/21/2020
1093,Aina Miyashita                   ,L? ,JPN," 2.19,35",Obihiro (JPN)            ,1/18/2020
1094,Noor Schoonheijm                 ,LA1,NED," 2.19,36",Heerenveen (NED)         ,10/6/2019
1095,Olga Kostyaeva                   ,LN4,RUS," 2.19,38",Saint Petersburg (RUS)   ,11/13/2019
1095,Anzhela Sakhabutdinova           ,LB1,RUS," 2.19,38",Kolomna (RUS)            ,2/21/2020
1097,Sylvie Lloyd                     ,LN4,CAN," 2.19,39",Calgary (CAN)            ,11/10/2019
1098,Chiharu Samekawa                 ,L? ,JPN," 2.19,41",Tomakomai (JPN)          ,11/30/2019
1098,Yua Tedzuka                      ,L? ,JPN," 2.19,41",Obihiro (JPN)            ,1/18/2020
1098,Janneke Hennipman                ,LN3,NED," 2.19,41",Heerenveen (NED)         ,2/16/2020
1098,Rienke Boonstra                  ,LN4,NED," 2.19,41",Heerenveen (NED)         ,2/22/2020
1102,Patrycja Sobota                  ,LC2,POL," 2.19,42",Tomaszów-Mazowiecki (POL),12/14/2019
1103,Changhan Sun                     ,L? ,CHN," 2.19,44",Harbin (CHN)             ,1/4/2020
1104,Luiza Bezukladichnaya            ,LA1,RUS," 2.19,45",Moscow (RUS)             ,11/5/2019
1105,Mijntje de Jong                  ,LC2,NED," 2.19,46",Heerenveen (NED)         ,11/16/2019
1105,Shuoying Gao                     ,L? ,CHN," 2.19,46",Harbin (CHN)             ,11/16/2019
1107,Viktoriya Shakhova               ,LA2,RUS," 2.19,47",Moscow (RUS)             ,11/5/2019
1107,Ekaterina Kuzmenko               ,LN1,RUS," 2.19,47",Saint Petersburg (RUS)   ,11/13/2019
1107,Stephanie Bunte                  ,LSA,NED," 2.19,47",Leeuwarden (NED)         ,11/17/2019
1110,Darya Yudenkova                  ,LB1,RUS," 2.19,51",Kolomna (RUS)            ,2/21/2020
1111,Imke Valkenburg                  ,LB2,NED," 2.19,52",Heerenveen (NED)         ,3/9/2020
1112,Kristina Kakubava                ,LA2,RUS," 2.19,55",Moscow (RUS)             ,11/5/2019
1113,Yuhan Lu                         ,LA1,CHN," 2.19,56",Changchun (CHN)          ,11/1/2019
1114,Mariya Vecherenko                ,LC1,RUS," 2.19,57",Kolomna (RUS)            ,2/24/2020
1115,Manon van de Vliert-Scholte      ,L45,NED," 2.19,58",Heerenveen (NED)         ,3/2/2020
1116,Emma Koster                      ,LB1,NED," 2.19,60",Heerenveen (NED)         ,11/24/2019
1117,Olga Khareeva                    ,LB2,RUS," 2.19,61",Chelyabinsk (RUS)        ,12/11/2019
1117,Sandra van Bijlert-Burgerhout    ,L40,NED," 2.19,61",Heerenveen (NED)         ,3/11/2020
1119,Darya Cherdynceva                ,LC1,RUS," 2.19,63",Chelyabinsk (RUS)        ,12/11/2019
1120,Liz Müller                       ,LB1,GER," 2.19,64",Inzell (GER)             ,11/10/2019
1121,Lauren Teunissen                 ,LB1,NED," 2.19,67",Heerenveen (NED)         ,10/27/2019
1122,Aleksandra Denisova              ,LA1,RUS," 2.19,71",Moscow (RUS)             ,11/5/2019
1123,Tianjing Yu                      ,L? ,CHN," 2.19,72",Harbin (CHN)             ,11/16/2019
1123,Soo-Yeon Lee (2004)              ,LB1,KOR," 2.19,72",Seoul (KOR)              ,1/17/2020
1125,Akari Matsui                     ,L? ,JPN," 2.19,77",Obihiro (JPN)            ,11/2/2019
1126,Darya Nepomnyashhikh             ,LC2,RUS," 2.19,79",Kolomna (RUS)            ,2/24/2020
1127,Hana Fueki                       ,L? ,JPN," 2.19,84",Nagano (JPN)             ,2/3/2020
1128,Karina Krylova                   ,LB2,RUS," 2.19,86",Chelyabinsk (RUS)        ,3/11/2020
